"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"183","Business Analytics",7200000,"USA",76.1428571428571,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"184","Software",9e+05,"USA",0,6,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"185","Enterprises",925000,"USA",18,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"186","Digital Media",3500000,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"187","Chemicals",2500000,"USA",0,4,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"188","Games",10312103,"USA",53.5714285714286,12,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"189","Mobile",14300000,"USA",148,2,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"190","Android",20000,"USA",20,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"191","Cloud Computing",1.18e+08,"USA",456.714285714286,13,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"192","Biotechnology",5e+05,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"193","Search",6e+06,"USA",91.2857142857143,12,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"194","Consulting",3100000,"IND",6.14285714285714,2,33381.9487012152,4959.96330205981,80662.284,6.95,0,5,-0.5,"0"
"195","Human Resources",2e+07,"USA",0,1,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"196","Social Media",442457,"BRA",69.8571428571429,2,2039.5468217166,430.952200562893,2804.228,16.3,-0.411764705882353,15.75,1,"0"
"197","EdTech",3356695,"ESP",0,1,354.665676198768,254.506711601089,770.57,37.0833333333333,-0.025,27.0333333333333,-0.705882352941177,"0"
"198","SaaS",3500000,"USA",43,14,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"199","E-Commerce",875000,"USA",49.4285714285714,3,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"1"
"200","Biotechnology",2e+06,"CAN",0,1,505.85272116889,154.263460936153,1466.516,19.1166666666667,0.142857142857143,39.65,-0.075,"0"
"201","Biotechnology",10207905,"GBR",207.714285714286,8,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"202","Biotechnology",12850000,"USA",84.1428571428571,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"203","E-Commerce",19148000,"USA",188.428571428571,21,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"204","Curated Web",2.1e+07,"USA",108,8,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"205","Curated Web",6467283,"USA",0,2,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"206","Health Care",12853396,"GBR",170.142857142857,2,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"207","Biotechnology",50000,"USA",0,2,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"208","Cloud Computing",26898770,"USA",396.857142857143,13,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"209","Biotechnology",42980577,"USA",201.142857142857,4,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"210","Collaboration",17500000,"USA",193.142857142857,27,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"211","Biotechnology",1.2e+07,"USA",0,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"212","Local",250000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"213","Big Data",3e+06,"CHN",0,2,2423.75249523914,2005.21250422991,8323.812,17.6,-0.666666666666667,3.23333333333333,0.4,"0"
"214","Real Estate",2518000,"USA",120.428571428571,8,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"215","Clean Technology",5.1e+08,"USA",23.1428571428571,5,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"216","Big Data",3e+06,"USA",28.8571428571429,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"217","Curated Web",17087500,"USA",233,9,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"218","Contact Management",4439407,"USA",207.571428571429,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"219","Curated Web",7618249,"USA",33.1428571428571,1,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"220","Health and Wellness",2810000,"USA",103,4,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"221","Financial Services",1.4e+07,"USA",27,10,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"222","Education",50000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"223","Clean Technology",4500000,"USA",178.428571428571,4,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"224","Clean Technology",661000,"SWE",0,2,3592.94496040463,2237.78527362435,7362.88,12.9833333333333,1.8,19.4,0.192307692307692,"0"
"225","Software",2e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"226","Crowdsourcing",1220000,"IND",74.1428571428571,2,33381.9487012152,12390.2329536635,75621.43,6.08333333333333,-0.625,10.8833333333333,-0.25,"0"
"227","Biotechnology",1663801.11900538,"GBR",123.571428571429,3,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"228","Health Care",28364818,"USA",234.857142857143,7,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"229","B2B",1300000,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"230","Apps",15000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"231","Web Hosting",2.3e+07,"USA",74.2857142857143,4,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"232","Software",762000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"233","Biotechnology",33500000,"GBR",126.714285714286,4,332.650930201571,195.847532994419,512.516,40.1166666666667,-0.383333333333333,37.65,-0.354166666666667,"0"
"234","Social Media",17800000,"USA",307.857142857143,10,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"235","Advertising",1e+07,"USA",0,1,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"236","Education",2e+06,"USA",0,4,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"237","Clean Technology",16424363,"GBR",132,12,332.650930201571,98.7418114073263,323.232,44.4333333333333,0.0740740740740741,41.2833333333333,-0.184210526315789,"0"
"238","EdTech",142367,"ARG",13.1428571428571,5,32121.5637077742,4427.21494650192,10917.584,22.9,0.0344827586206897,12.05,-1,"0"
"239","Health Care",4710960,"DNK",0,1,2643.03787519948,1681.33435111818,7617.46,10.75,-0.214285714285714,4.3,-0.833333333333333,"0"
"240","Audio",5e+06,"SWE",66,2,3592.94496040463,905.693509350708,9806.894,17.7,0.583333333333333,21.5333333333333,1.04347826086957,"0"
"241","Diagnostics",25000,"USA",152.714285714286,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"242","Mobile",3033472,"USA",65.2857142857143,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"243","Enterprise Software",4045500,"USA",205.285714285714,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"244","Biotechnology",113701127,"USA",281.285714285714,15,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"245","Apps",457282,"USA",100.428571428571,6,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"246","Logistics",28500000,"USA",211,3,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"247","Analytics",2.5e+07,"USA",239.142857142857,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"248","Domains",9280000,"GBR",95.8571428571429,7,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"249","Software",3020000,"USA",106.142857142857,4,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"250","Credit Cards",7131124,"USA",100,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"251","Health and Wellness",58500000,"USA",22.7142857142857,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"252","Security",3e+07,"USA",0,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"253","Clean Technology",4500000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"254","Aerospace",2e+06,"USA",0,9,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"255","Analytics",90000,"USA",9.57142857142857,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"256","Biotechnology",3.5e+07,"USA",0,4,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"257","Development Platforms",5e+06,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"258","Health and Wellness",96244444,"USA",441,9,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"259","3D",20600000,"USA",22.2857142857143,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"260","Big Data Analytics",150000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"261","B2B",158000,"USA",54.5714285714286,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"262","Cloud Computing",8500000,"JPN",81.8571428571429,6,38839.0739421941,19352.5579039808,118695.984,12.8166666666667,0.2,21.9166666666667,-0.413793103448276,"0"
"263","Software",5500000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"264","Medical Devices",15470704,"USA",227.142857142857,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"265","Health and Wellness",1495000,"USA",35.4285714285714,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"266","Health Care",6700000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"267","Health Care",6321095,"GBR",0,2,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"268","Hardware + Software",329695,"GBR",0,1,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"269","Hardware + Software",30500000,"USA",131.571428571429,2,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"270","Health and Wellness",145562,"IRL",40,3,332.650930201571,120.912204925723,899.39,23.55,1.85714285714286,10.7333333333333,-0.642857142857143,"0"
"271","Advertising",24980307,"USA",314,14,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"272","Education",4700000,"USA",102.285714285714,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"273","Health Care",6e+05,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"274","Biotechnology",151250000,"USA",208.285714285714,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"275","Advertising",30000,"BRA",0,1,2039.5468217166,564.529971967831,2595.07,17.9833333333333,-0.133333333333333,16.4833333333333,-0.5,"0"
"276","Biotechnology",116605707,"USA",450.714285714286,20,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"277","Clean Technology",54300000,"USA",208.857142857143,13,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"278","E-Commerce",13274403,"GBR",217.428571428571,6,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"279","Finance Technology",50000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"280","Software",150000,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"281","Career Management",1e+05,"NLD",0,1,354.665676198768,69.1122172267682,1060.602,21.3,-0.2,49.4666666666667,2.71428571428571,"0"
"282","Semiconductors",135776263,"USA",324,12,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"283","Social Media",2.8e+07,"USA",147.714285714286,8,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"1"
"284","Consulting",8e+06,"USA",0,2,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"285","E-Commerce",18800000,"THA",72.5714285714286,13,11579.0389624388,1721.11770542575,42053.904,23.1833333333333,0.241379310344828,3.76666666666667,-0.5,"0"
"286","Android",7300000,"USA",0,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"1"
"287","Agriculture",20000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"288","Apps",31960000,"USA",149.714285714286,12,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"289","Clean Technology",976865,"GBR",0,1,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"290","Clean Technology",1.5e+07,"USA",190.857142857143,7,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"291","Mobile",808211,"GBR",0,3,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"292","Curated Web",40000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"1"
"293","Content",173500000,"USA",408.285714285714,26,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"294","Finance",2e+07,"USA",0,1,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"295","EdTech",9750000,"USA",0,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"296","Internet Service Providers",5e+08,"IND",0,1,33381.9487012152,20693.8359152944,60776.014,10.9166666666667,-0.93,20.0833333333333,-0.285714285714286,"0"
"297","Biotechnology",26980000,"USA",109.428571428571,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"298","Software",8400000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"299","CRM",72500000,"USA",189.571428571429,16,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"300","Information Security",1e+05,"ISR",0,1,1338.02627967053,197.569165433273,4662.346,13.3833333333333,-0.235294117647059,10.8833333333333,1.6,"0"
"301","Enterprise Software",207500000,"USA",234.285714285714,19,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"302","Telecommunications",2.5e+07,"FRA",0,7,354.665676198768,149.855723180665,1073.778,29.35,-0.172413793103448,20.5833333333333,0.647058823529412,"0"
"303","Biotechnology",6e+05,"USA",204.857142857143,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"304","Collectibles",1e+05,"USA",8.71428571428571,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
